,name,scie,lang_x,tags,lang_names,local_name,full_lang_name,state
3848,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,vegetarian eggetarian fishetarian veg,P. Kadhi patta,Kadhi patta,Punjabi,Punjab
3849,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,vegetarian eggetarian fishetarian veg,S. Girinimba,Girinimba,Sanskrit,Uttaranchal
3850,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,vegetarian eggetarian fishetarian veg,Tam. Kariveppilai,Kariveppilai,Tamil,Tamil Nadu
3851,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,vegetarian eggetarian fishetarian veg,Tel. Karivepaku,Karivepaku,Telugu,Andhra Pradesh
3852,Curry leaves,Murraya koenigii,A. Narasingha paat; B. Karhi-pat; E. Sweet Neem leaves; G. Kadi umdo; H. Gandhela ; Kan. Karibevu; Kash. Curry patta; Kh. Sla Kori; Mal. Kariveppilai; M. Curry Pata; Mar. Gandhela; N. Kary patta; O. Bhursanga Patra; P. Kadhi patta; S. Girinimba; Tam. Kariveppilai; Tel. Karivepaku; U. Kadi ka patta.,vegetarian eggetarian fishetarian veg,U. Kadi ka patta.,Kadi ka patta.,Urdu,Uttar Pradesh
3853,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,A. Nohoru,Nohoru,Assamese,Assam
3854,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,B. Rashun,Rashun,Bengali,West Bengal
3855,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,G. Lasan,Lasan,Gujarati,Gujarat
3856,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,H. Lehsan,Lehsan,Hindi,Delhi
3857,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kan. Bellulli,Bellulli,Kannada,Karnataka
3858,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kash. Ruhan,Ruhan,Kashmiri,Jammu and Kashmir
3859,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kh. Rynsun heh/ Rynsun dkhar,Rynsun heh/ Rynsun dkhar,Khasi,Meghalaya
3860,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mal. Vellulli,Vellulli,Malayalam,Kerala
3861,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,M. Chanam,Chanam,Manipuri,Manipur
3862,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mar. Lasoon,Lasoon,Marathi,Maharashtra
3863,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,N. Lasun,Lasun,Nepali,Nepal
3864,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,O. Rasuna,Rasuna,Oriya,Orissa
3865,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,P. Lasan,Lasan,Punjabi,Punjab
3866,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,S. Lashoonam,Lashoonam,Sanskrit,Uttaranchal
3867,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tam. Poondu,Poondu,Tamil,Tamil Nadu
3868,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tel. Vellulli,Vellulli,Telugu,Andhra Pradesh
3869,"Garlic, big clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun heh/ Rynsun dkhar; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,U. Laisan.,Laisan.,Urdu,Uttar Pradesh
3870,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,A. Nohoru,Nohoru,Assamese,Assam
3871,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,B. Rashun,Rashun,Bengali,West Bengal
3872,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,G. Lasan,Lasan,Gujarati,Gujarat
3873,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,H. Lehsan,Lehsan,Hindi,Delhi
3874,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kan. Bellulli,Bellulli,Kannada,Karnataka
3875,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kash. Ruhan,Ruhan,Kashmiri,Jammu and Kashmir
3876,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kh. Rynsun rit,Rynsun rit,Khasi,Meghalaya
3877,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mal. Vellulli,Vellulli,Malayalam,Kerala
3878,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,M. Chanam,Chanam,Manipuri,Manipur
3879,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mar. Lasoon,Lasoon,Marathi,Maharashtra
3880,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,N. Lasun,Lasun,Nepali,Nepal
3881,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,O. Rasuna,Rasuna,Oriya,Orissa
3882,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,P. Lasan,Lasan,Punjabi,Punjab
3883,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,S. Lashoonam,Lashoonam,Sanskrit,Uttaranchal
3884,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tam. Poondu,Poondu,Tamil,Tamil Nadu
3885,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tel. Vellulli,Vellulli,Telugu,Andhra Pradesh
3886,"Garlic, small clove",Allium sativum,A. Nohoru; B. Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun rit; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,U. Laisan.,Laisan.,Urdu,Uttar Pradesh
3887,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,A. Nohoru,Nohoru,Assamese,Assam
3888,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,B. Ek koya Rashun,Ek koya Rashun,Bengali,West Bengal
3889,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,G. Lasan,Lasan,Gujarati,Gujarat
3890,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,H. Lehsan,Lehsan,Hindi,Delhi
3891,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kan. Bellulli,Bellulli,Kannada,Karnataka
3892,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kash. Ruhan,Ruhan,Kashmiri,Jammu and Kashmir
3893,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Kh. Rynsun,Rynsun,Khasi,Meghalaya
3894,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mal. Vellulli,Vellulli,Malayalam,Kerala
3895,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,M. Chanam,Chanam,Manipuri,Manipur
3896,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Mar. Lasoon,Lasoon,Marathi,Maharashtra
3897,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,N. Lasun,Lasun,Nepali,Nepal
3898,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,O. Rasuna,Rasuna,Oriya,Orissa
3899,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,P. Lasan,Lasan,Punjabi,Punjab
3900,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,S. Lashoonam,Lashoonam,Sanskrit,Uttaranchal
3901,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tam. Ottrai poondu,Ottrai poondu,Tamil,Tamil Nadu
3902,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,Tel. Vellulli,Vellulli,Telugu,Andhra Pradesh
3903,"Garlic, single clove, Kashmir",Allium sativum,A. Nohoru; B. Ek koya Rashun; G. Lasan; H. Lehsan; Kan. Bellulli; Kash. Ruhan; Kh. Rynsun; Mal. Vellulli; M. Chanam; Mar. Lasoon; N. Lasun; O. Rasuna; P. Lasan; S. Lashoonam; Tam. Ottrai poondu; Tel. Vellulli; U. Laisan.,vegetarian eggetarian fishetarian veg,U. Laisan.,Laisan.,Urdu,Uttar Pradesh
3904,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,A. Ada kesa,Ada kesa,Assamese,Assam
3905,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,B. Ada,Ada,Bengali,West Bengal
3906,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,G. Adu,Adu,Gujarati,Gujarat
3907,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,H. Adrak,Adrak,Hindi,Delhi
3908,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,Kan. Shunti,Shunti,Kannada,Karnataka
3909,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,Kash. Adrak,Adrak,Kashmiri,Jammu and Kashmir
3910,"Ginger, fresh",Zinziber officinale,A. Ada kesa; B. Ada; G. Adu; H. Adrak ; Kan. Shunti; Kash. Adrak; Kh. Sying bah; Mal. Inji; M. Sing; Mar. Ale; N. Aduwa; O. Ada; P. Adrak; S. Aadrak; Tam. Inji; Tel. Allam; U. Adrak.,vegetarian eggetarian fishetarian veg,Kh. Sying bah,Sying bah,Khasi,Meghalaya
